"Udledning af drivhusgasser efter enhed, branche, type, kilde,"
"drivhusgas, område og tid"

" ";" ";" ";" ";" ";" ";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011"
"Udledning i ton"
" ";"I alt"
" ";" ";"Faktisk udledning"
" ";" ";" ";"Fossile brændsler (olie, kul, gas)"
" ";" ";" ";" ";"CO2"
" ";" ";" ";" ";" ";"Ishøj";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tårnby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Furesø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Allerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredensborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Helsingør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hillerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hørsholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rudersdal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Egedal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikssund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Greve";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Køge";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Halsnæs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Roskilde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Solrød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gribskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odsherred";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kalundborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringsted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Slagelse";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Stevns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sorø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lejre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lolland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Næstved";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Guldborgsund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vordingborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Bornholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Middelfart";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Assens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kerteminde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nyborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odense";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Svendborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nordfyns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Langeland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Billund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sønderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tønder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Esbjerg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejen";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aabenraa";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredericia";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Horsens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kolding";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejle";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herning";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holstebro";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lemvig";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Struer";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Syddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Norddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Favrskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Randers";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Silkeborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aarhus";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ikast-Brande";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hedensted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Morsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skive";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Thisted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Viborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brønderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikshavn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vesthimmerlands";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Mariagerfjord";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Jammerbugt";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aalborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hjørring";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";"Lattergas"
" ";" ";" ";" ";" ";"København";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederiksberg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ballerup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brøndby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Dragør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gladsaxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Glostrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herlev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Albertslund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Høje-Taastrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rødovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ishøj";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tårnby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Furesø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Allerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredensborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Helsingør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hillerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hørsholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rudersdal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Egedal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikssund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Greve";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Køge";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Halsnæs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Roskilde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Solrød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gribskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odsherred";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kalundborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringsted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Slagelse";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Stevns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sorø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lejre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lolland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Næstved";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Guldborgsund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vordingborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Bornholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Middelfart";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Assens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kerteminde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nyborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odense";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Svendborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nordfyns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Langeland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Billund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sønderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tønder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Esbjerg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejen";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aabenraa";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredericia";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Horsens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kolding";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejle";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herning";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holstebro";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lemvig";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Struer";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Syddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Norddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Favrskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Randers";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Silkeborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aarhus";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ikast-Brande";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hedensted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Morsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skive";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Thisted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Viborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brønderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikshavn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vesthimmerlands";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Mariagerfjord";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Jammerbugt";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aalborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hjørring";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";"Methan"
" ";" ";" ";" ";" ";"København";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederiksberg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ballerup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brøndby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Dragør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gladsaxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Glostrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herlev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Albertslund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Høje-Taastrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rødovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ishøj";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tårnby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Furesø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Allerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredensborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Helsingør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hillerød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hørsholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rudersdal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Egedal";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikssund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Greve";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Køge";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Halsnæs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Roskilde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Solrød";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gribskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odsherred";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kalundborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringsted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Slagelse";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Stevns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sorø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lejre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lolland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Næstved";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Guldborgsund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vordingborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Bornholm";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Middelfart";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Assens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kerteminde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nyborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odense";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Svendborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Nordfyns";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Langeland";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ærø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Haderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Billund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Sønderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tønder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Esbjerg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fanø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Varde";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejen";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aabenraa";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Fredericia";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Horsens";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Kolding";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vejle";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herning";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Holstebro";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lemvig";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Struer";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Syddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Norddjurs";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Favrskov";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Odder";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Randers";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Silkeborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Samsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skanderborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aarhus";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ikast-Brande";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hedensted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Morsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Skive";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Thisted";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Viborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brønderslev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederikshavn";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vesthimmerlands";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Læsø";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rebild";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Mariagerfjord";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Jammerbugt";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Aalborg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hjørring";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";"GWP (CO2-ækvivalenter)"
" ";" ";" ";" ";" ";"København";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Frederiksberg";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ballerup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Brøndby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Dragør";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gentofte";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Gladsaxe";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Glostrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Herlev";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Albertslund";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Hvidovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Høje-Taastrup";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Rødovre";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Ishøj";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Tårnby";0;0;0;0;0;0;0;0;0;0;0;0
" ";" ";" ";" ";" ";"Vallensbæk";0;0;0;0;0;0;0;0;0;0;0;0
